"Date","Price","Open","High","Low","Vol.","Change %"
"Aug 21, 2017","6,573.50","6,476.00","6,623.50","6,473.75","-","1.42%"
"Aug 18, 2017","6,481.25","6,442.50","6,535.50","6,440.25","-","0.10%"
"Aug 17, 2017","6,474.50","6,537.75","6,579.25","6,469.25","-","-0.83%"
"Aug 16, 2017","6,529.00","6,361.25","6,575.50","6,355.75","-","2.60%"
"Aug 15, 2017","6,363.50","6,402.75","6,430.75","6,355.50","-","-0.65%"
"Aug 14, 2017","6,405.00","6,426.75","6,445.75","6,376.50","-","-0.33%"
"Aug 11, 2017","6,426.50","6,394.00","6,430.25","6,337.75","-","0.39%"
"Aug 10, 2017","6,401.50","6,459.25","6,479.25","6,385.00","-","-0.82%"
"Aug 09, 2017","6,454.25","6,484.50","6,513.75","6,432.75","-","-0.39%"
"Aug 08, 2017","6,479.75","6,422.75","6,492.50","6,379.25","-","0.98%"
"Aug 07, 2017","6,416.75","6,369.00","6,443.00","6,337.25","-","0.89%"
"Aug 04, 2017","6,360.00","6,346.00","6,385.25","6,318.00","-","0.24%"
"Aug 03, 2017","6,344.75","6,347.00","6,375.50","6,304.25","-","-0.13%"
"Aug 02, 2017","6,352.75","6,338.25","6,364.25","6,309.00","-","0.09%"
"Aug 01, 2017","6,347.25","6,373.25","6,392.00","6,313.25","-","-0.44%"
"Jul 31, 2017","6,375.00","6,344.50","6,428.50","6,339.50","-","0.49%"
"Jul 28, 2017","6,343.75","6,319.50","6,348.25","6,258.50","-","0.35%"
"Jul 27, 2017","6,321.75","6,314.50","6,377.50","6,302.75","-","0.28%"
"Jul 26, 2017","6,304.25","6,256.50","6,398.50","6,235.50","-","0.65%"
"Jul 25, 2017","6,263.75","6,034.00","6,275.25","6,025.00","-","3.85%"
"Jul 24, 2017","6,031.50","5,990.25","6,033.50","5,985.75","-","0.58%"
"Jul 21, 2017","5,996.75","5,978.50","6,051.00","5,971.50","-","0.35%"
"Jul 20, 2017","5,976.00","5,963.00","5,993.00","5,946.50","-","0.17%"
"Jul 19, 2017","5,966.00","6,003.25","6,019.25","5,964.00","-","-0.65%"
"Jul 18, 2017","6,004.75","5,996.25","6,014.50","5,968.00","-","0.02%"
"Jul 17, 2017","6,003.25","5,927.00","6,021.50","5,911.25","-","1.30%"
"Jul 14, 2017","5,926.25","5,871.50","5,931.75","5,864.25","-","1.03%"
"Jul 13, 2017","5,866.00","5,904.00","5,929.50","5,859.75","-","-0.65%"
"Jul 12, 2017","5,904.25","5,887.00","5,932.50","5,883.25","-","0.43%"
"Jul 11, 2017","5,879.25","5,830.75","5,889.75","5,817.00","-","0.80%"
"Jul 10, 2017","5,832.50","5,839.25","5,853.00","5,792.50","-","0.05%"
"Jul 07, 2017","5,829.50","5,842.25","5,868.75","5,812.00","-","-0.33%"
"Jul 06, 2017","5,848.75","5,846.75","5,871.50","5,831.75","-","0.03%"
"Jul 05, 2017","5,847.25","5,892.25","5,908.50","5,816.00","-","-0.70%"
"Jul 04, 2017","5,888.25","5,912.00","5,912.75","5,865.75","-","-0.44%"
"Jul 03, 2017","5,914.00","5,946.25","5,957.50","5,898.50","-","-0.70%"
"Jun 30, 2017","5,955.50","5,924.50","5,964.00","5,894.50","-","0.54%"
"Jun 29, 2017","5,923.75","5,880.50","5,963.00","5,876.50","-","0.77%"
"Jun 28, 2017","5,878.75","5,849.50","5,883.50","5,825.00","-","0.53%"
"Jun 27, 2017","5,847.75","5,798.50","5,867.25","5,779.25","-","0.85%"
"Jun 26, 2017","5,798.75","5,777.00","5,843.00","5,776.50","-","0.04%"
"Jun 23, 2017","5,796.25","5,737.75","5,851.25","5,723.50","-","0.97%"
"Jun 22, 2017","5,740.50","5,742.25","5,774.50","5,691.00","-","0.24%"
"Jun 21, 2017","5,727.00","5,660.50","5,762.00","5,630.25","-","1.05%"
"Jun 20, 2017","5,667.50","5,728.00","5,734.50","5,642.25","-","-1.00%"
"Jun 19, 2017","5,725.00","5,674.25","5,741.75","5,658.00","-","0.94%"
"Jun 16, 2017","5,671.75","5,667.50","5,700.25","5,649.75","-","-0.07%"
"Jun 15, 2017","5,675.50","5,644.75","5,707.50","5,643.00","-","0.18%"
"Jun 14, 2017","5,665.25","5,715.75","5,744.50","5,655.75","-","-1.10%"
"Jun 13, 2017","5,728.25","5,763.25","5,782.25","5,689.50","-","-0.55%"
"Jun 12, 2017","5,759.75","5,815.50","5,825.00","5,750.75","-","-1.23%"
"Jun 09, 2017","5,831.75","5,745.50","5,832.50","5,719.50","-","1.51%"
"Jun 08, 2017","5,745.25","5,623.50","5,746.25","5,611.50","-","2.12%"
"Jun 07, 2017","5,626.25","5,616.25","5,643.25","5,588.00","-","0.16%"
"Jun 06, 2017","5,617.50","5,637.50","5,659.50","5,553.50","-","-0.52%"
"Jun 05, 2017","5,646.75","5,660.75","5,674.00","5,606.25","-","-0.68%"
"Jun 02, 2017","5,685.50","5,685.25","5,690.50","5,575.25","-","-0.30%"
"Jun 01, 2017","5,702.50","5,691.75","5,720.25","5,652.00","-","0.14%"
"May 31, 2017","5,694.25","5,660.00","5,701.50","5,633.50","-","0.61%"
"May 30, 2017","5,659.50","5,652.00","5,666.75","5,602.25","-","-0.10%"
"May 26, 2017","5,665.25","5,720.75","5,738.50","5,633.00","-","-1.06%"
"May 25, 2017","5,726.00","5,684.25","5,766.50","5,672.50","-","0.41%"
"May 24, 2017","5,702.50","5,710.00","5,713.00","5,636.25","-","-0.34%"
"May 23, 2017","5,722.00","5,713.00","5,723.25","5,666.75","-","0.06%"
"May 22, 2017","5,718.50","5,682.25","5,719.50","5,654.25","-","0.55%"
"May 19, 2017","5,687.25","5,587.75","5,694.25","5,575.00","-","1.91%"
"May 18, 2017","5,580.75","5,598.75","5,598.75","5,485.50","-","-0.57%"
"May 17, 2017","5,613.00","5,607.25","5,639.50","5,575.75","-","-0.21%"
"May 16, 2017","5,624.75","5,596.00","5,624.75","5,563.00","-","0.33%"
"May 15, 2017","5,606.50","5,565.50","5,636.00","5,565.25","-","0.67%"
"May 12, 2017","5,569.00","5,539.75","5,571.75","5,531.00","-","0.53%"
"May 11, 2017","5,539.50","5,508.25","5,626.25","5,492.00","-","0.58%"
"May 10, 2017","5,507.75","5,507.00","5,539.75","5,481.75","-","-0.10%"
"May 09, 2017","5,513.25","5,498.50","5,550.50","5,477.25","-","0.31%"
"May 08, 2017","5,496.00","5,607.75","5,608.00","5,464.25","-","-1.56%"
"May 05, 2017","5,583.00","5,544.25","5,590.25","5,523.75","-","0.79%"
"May 04, 2017","5,539.25","5,580.75","5,613.50","5,495.25","-","-0.95%"
"May 03, 2017","5,592.50","5,790.25","5,791.25","5,591.50","-","-3.64%"
"May 02, 2017","5,804.00","5,799.25","5,819.25","5,762.50","-","1.26%"
"Apr 28, 2017","5,732.00","5,713.75","5,749.50","5,700.50","-","0.35%"
"Apr 27, 2017","5,711.75","5,720.50","5,727.50","5,656.50","-","-0.42%"
"Apr 26, 2017","5,736.00","5,704.50","5,737.75","5,694.00","-","0.38%"
"Apr 25, 2017","5,714.50","5,651.50","5,721.50","5,634.25","-","1.06%"
"Apr 24, 2017","5,654.50","5,678.00","5,683.75","5,612.75","-","0.27%"
"Apr 21, 2017","5,639.25","5,640.75","5,685.00","5,598.50","-","0.10%"
"Apr 20, 2017","5,633.75","5,592.00","5,657.75","5,556.00","-","0.67%"
"Apr 19, 2017","5,596.00","5,596.00","5,675.25","5,529.75","-","-0.11%"
"Apr 18, 2017","5,602.25","5,733.50","5,738.75","5,569.00","-","-1.42%"
"Apr 13, 2017","5,682.75","5,623.50","5,732.25","5,623.25","-","0.98%"
"Apr 12, 2017","5,627.75","5,758.25","5,768.50","5,615.75","-","-2.42%"
"Apr 11, 2017","5,767.50","5,744.50","5,792.00","5,710.50","-","0.25%"
"Apr 10, 2017","5,753.25","5,825.00","5,833.75","5,741.50","-","-1.57%"
"Apr 07, 2017","5,845.25","5,859.75","5,895.50","5,754.00","-","-0.55%"
"Apr 06, 2017","5,877.75","5,891.25","5,931.25","5,848.50","-","-0.80%"
"Apr 05, 2017","5,925.00","5,781.75","5,943.75","5,777.00","-","2.50%"
"Apr 04, 2017","5,780.75","5,757.00","5,782.50","5,730.50","-","0.46%"
"Apr 03, 2017","5,754.50","5,840.00","5,872.50","5,749.25","-","-1.77%"
"Mar 31, 2017","5,858.25","5,887.50","5,915.25","5,811.25","-","-0.78%"
"Mar 30, 2017","5,904.50","5,900.25","5,984.50","5,852.50","-","0.01%"
"Mar 29, 2017","5,903.75","5,890.25","5,926.50","5,858.25","-","0.22%"
"Mar 28, 2017","5,890.50","5,806.75","5,902.50","5,769.25","-","1.56%"
"Mar 27, 2017","5,800.00","5,787.25","5,809.75","5,674.00","-","-0.22%"
"Mar 24, 2017","5,812.75","5,830.00","5,838.00","5,776.50","-","-0.71%"
"Mar 23, 2017","5,854.25","5,835.50","5,854.25","5,769.50","-","0.33%"
"Mar 22, 2017","5,834.75","5,767.00","5,836.25","5,716.00","-","1.12%"
"Mar 21, 2017","5,770.00","5,864.75","5,866.75","5,761.75","-","-1.63%"
"Mar 20, 2017","5,865.50","5,918.50","5,948.00","5,851.75","-","-1.30%"
"Mar 17, 2017","5,942.75","5,902.75","5,944.00","5,863.75","-","0.50%"
"Mar 16, 2017","5,913.00","5,894.00","5,947.75","5,890.25","-","0.40%"
"Mar 15, 2017","5,889.50","5,825.50","5,901.50","5,814.00","-","0.95%"
"Mar 14, 2017","5,834.00","5,792.25","5,842.75","5,735.25","-","0.59%"
"Mar 13, 2017","5,799.75","5,753.50","5,823.25","5,751.50","-","1.15%"
"Mar 10, 2017","5,733.75","5,691.75","5,776.50","5,688.00","-","0.70%"
"Mar 09, 2017","5,693.75","5,734.75","5,743.75","5,652.50","-","-0.76%"
"Mar 08, 2017","5,737.50","5,781.75","5,814.25","5,731.50","-","-0.71%"
"Mar 07, 2017","5,778.50","5,862.00","5,876.00","5,759.25","-","-1.27%"
"Mar 06, 2017","5,852.75","5,928.25","5,949.75","5,835.50","-","-1.49%"
"Mar 03, 2017","5,941.50","5,922.00","5,956.00","5,901.50","-","0.25%"
"Mar 02, 2017","5,926.75","6,018.25","6,036.00","5,908.75","-","-1.45%"
"Mar 01, 2017","6,013.75","5,982.25","6,089.75","5,956.50","-","0.52%"
"Feb 28, 2017","5,982.50","5,928.25","5,993.75","5,899.25","-","0.75%"
"Feb 27, 2017","5,937.75","5,931.75","5,954.50","5,878.75","-","0.31%"
"Feb 24, 2017","5,919.25","5,849.50","5,955.25","5,846.25","-","1.14%"
"Feb 23, 2017","5,852.25","6,031.75","6,043.25","5,839.25","-","-2.98%"
"Feb 22, 2017","6,031.75","6,062.50","6,067.00","5,986.25","-","-0.39%"
"Feb 21, 2017","6,055.25","6,065.75","6,092.50","6,031.75","-","-0.18%"
"Feb 20, 2017","6,066.25","5,988.25","6,104.50","5,957.50","-","1.62%"
"Feb 17, 2017","5,969.25","5,988.75","6,036.25","5,920.50","-","-0.37%"
"Feb 16, 2017","5,991.25","6,064.50","6,097.75","5,957.25","-","-1.04%"
"Feb 15, 2017","6,054.00","6,032.25","6,074.00","5,998.50","-","0.16%"
"Feb 14, 2017","6,044.25","6,125.50","6,189.00","5,981.75","-","-1.35%"
"Feb 13, 2017","6,126.75","6,088.50","6,202.25","6,087.75","-","0.65%"
"Feb 10, 2017","6,087.00","5,832.25","6,090.25","5,813.25","-","4.10%"
"Feb 09, 2017","5,847.50","5,880.25","5,893.00","5,815.50","-","-0.34%"
"Feb 08, 2017","5,867.25","5,803.00","5,924.00","5,801.50","-","1.04%"
"Feb 07, 2017","5,806.75","5,840.00","5,854.75","5,785.00","-","-0.68%"
"Feb 06, 2017","5,846.75","5,770.25","5,854.25","5,770.25","-","1.37%"
"Feb 03, 2017","5,767.75","5,887.00","5,903.75","5,754.75","-","-2.29%"
"Feb 02, 2017","5,902.75","5,960.75","5,975.50","5,853.50","-","-0.74%"
"Feb 01, 2017","5,946.75","5,977.75","6,005.50","5,931.50","-","-0.50%"
"Jan 31, 2017","5,976.50","5,852.50","5,997.00","5,837.25","-","2.21%"
"Jan 30, 2017","5,847.25","5,895.50","5,911.25","5,785.50","-","-0.76%"
"Jan 27, 2017","5,892.25","5,832.75","5,902.50","5,823.75","-","0.81%"
"Jan 26, 2017","5,845.00","5,955.50","5,982.25","5,820.50","-","-1.67%"
"Jan 25, 2017","5,944.25","5,951.00","5,972.00","5,887.25","-","-0.07%"
"Jan 24, 2017","5,948.25","5,809.25","5,953.75","5,801.75","-","2.34%"
"Jan 23, 2017","5,812.00","5,765.25","5,861.75","5,761.50","-","0.85%"
"Jan 20, 2017","5,762.75","5,742.25","5,813.25","5,693.75","-","0.47%"
"Jan 19, 2017","5,736.00","5,759.50","5,794.00","5,687.25","-","-0.36%"
"Jan 18, 2017","5,756.75","5,761.00","5,787.75","5,735.50","-","-0.32%"
"Jan 17, 2017","5,775.25","5,848.00","5,855.25","5,727.50","-","-1.15%"
"Jan 16, 2017","5,842.25","5,914.50","5,921.50","5,832.75","-","-1.16%"
"Jan 13, 2017","5,910.75","5,861.75","5,916.00","5,808.50","-","0.57%"
"Jan 12, 2017","5,877.50","5,722.75","5,884.50","5,722.75","-","2.71%"
"Jan 11, 2017","5,722.50","5,753.25","5,788.75","5,711.75","-","-0.38%"
"Jan 10, 2017","5,744.50","5,591.50","5,778.00","5,574.00","-","2.81%"
"Jan 09, 2017","5,587.75","5,605.50","5,618.25","5,552.75","-","-0.13%"
"Jan 06, 2017","5,595.00","5,591.25","5,614.75","5,537.50","-","0.23%"
"Jan 05, 2017","5,582.25","5,648.50","5,697.25","5,575.50","-","-0.91%"
"Jan 04, 2017","5,633.75","5,495.50","5,643.50","5,453.75","-","2.74%"
"Jan 03, 2017","5,483.25","5,549.25","5,616.00","5,481.00","-","-0.64%"
"Dec 30, 2016","5,518.50","5,498.75","5,549.75","5,492.75","-","0.46%"
"Dec 29, 2016","5,493.00","5,520.50","5,568.25","5,477.00","-","-0.44%"
"Dec 28, 2016","5,517.50","5,563.00","5,595.50","5,481.50","-","0.83%"
"Dec 23, 2016","5,472.00","5,530.00","5,549.25","5,463.75","-","-1.01%"
"Dec 22, 2016","5,527.75","5,507.25","5,533.00","5,419.75","-","0.47%"
"Dec 21, 2016","5,501.75","5,520.75","5,558.25","5,498.50","-","-0.26%"
"Dec 20, 2016","5,516.25","5,504.75","5,533.25","5,475.50","-","0.26%"
"Dec 19, 2016","5,501.75","5,617.25","5,637.75","5,459.50","-","-2.52%"
"Dec 16, 2016","5,644.00","5,746.25","5,747.50","5,624.50","-","-1.32%"
"Dec 15, 2016","5,719.25","5,698.75","5,774.00","5,673.50","-","-0.31%"
"Dec 14, 2016","5,737.00","5,690.00","5,757.50","5,667.00","-","0.28%"
"Dec 13, 2016","5,721.25","5,733.25","5,789.50","5,656.75","-","-0.65%"
"Dec 12, 2016","5,758.50","5,897.00","5,908.75","5,755.25","-","-1.19%"
"Dec 09, 2016","5,828.00","5,772.00","5,865.75","5,770.00","-","0.94%"
"Dec 08, 2016","5,774.00","5,815.00","5,874.00","5,748.00","-","-0.97%"
"Dec 07, 2016","5,830.75","5,886.25","5,949.25","5,780.75","-","-0.72%"
"Dec 06, 2016","5,873.00","5,926.25","5,948.75","5,833.50","-","-1.01%"
"Dec 05, 2016","5,933.00","5,768.75","5,968.25","5,726.00","-","2.53%"
"Dec 02, 2016","5,786.50","5,788.75","5,804.25","5,714.50","-","-0.12%"
"Dec 01, 2016","5,793.25","5,812.75","5,869.00","5,751.75","-","-0.08%"
"Nov 30, 2016","5,798.00","5,728.75","5,845.00","5,613.50","-","1.01%"
"Nov 29, 2016","5,739.75","5,865.50","5,885.00","5,698.25","-","-2.19%"
"Nov 28, 2016","5,868.00","5,891.25","6,045.25","5,823.25","-","-0.83%"
"Nov 25, 2016","5,917.00","5,885.25","5,917.75","5,804.00","-","0.99%"
"Nov 24, 2016","5,859.25","5,797.50","5,956.25","5,770.75","-","1.61%"
"Nov 23, 2016","5,766.50","5,618.50","5,785.50","5,564.50","-","2.72%"
"Nov 22, 2016","5,614.00","5,584.00","5,686.00","5,576.50","-","1.01%"
"Nov 21, 2016","5,557.75","5,447.00","5,590.75","5,443.50","-","2.23%"
"Nov 18, 2016","5,436.25","5,463.25","5,513.25","5,403.25","-","-0.78%"
"Nov 17, 2016","5,478.75","5,432.75","5,526.50","5,382.25","-","0.54%"
"Nov 16, 2016","5,449.50","5,537.00","5,540.00","5,401.50","-","-1.36%"
"Nov 15, 2016","5,524.75","5,579.75","5,673.25","5,360.50","-","-0.73%"
"Nov 14, 2016","5,565.50","5,555.75","5,734.75","5,532.00","-","0.09%"
"Nov 11, 2016","5,560.75","5,624.25","6,025.50","5,506.50","-","-1.01%"
"Nov 10, 2016","5,617.75","5,414.75","5,712.50","5,410.50","-","3.67%"
"Nov 09, 2016","5,419.00","5,236.25","5,442.50","5,115.75","-","3.29%"
"Nov 08, 2016","5,246.50","5,097.50","5,250.25","5,051.00","-","2.87%"
"Nov 07, 2016","5,100.00","4,977.50","5,100.25","4,975.75","-","2.12%"
"Nov 04, 2016","4,994.25","4,953.75","5,002.50","4,928.25","-","0.77%"
"Nov 03, 2016","4,956.00","4,905.75","4,965.25","4,894.50","-","1.05%"
"Nov 02, 2016","4,904.50","4,912.00","4,923.25","4,866.75","-","-0.19%"
"Nov 01, 2016","4,913.75","4,864.75","4,921.75","4,851.50","-","1.03%"
"Oct 31, 2016","4,863.50","4,847.00","4,877.75","4,819.50","-","0.34%"
"Oct 28, 2016","4,847.25","4,786.50","4,849.75","4,776.50","-","1.26%"
"Oct 27, 2016","4,787.00","4,743.50","4,796.25","4,721.50","-","0.76%"
"Oct 26, 2016","4,750.75","4,734.50","4,756.50","4,713.75","-","0.25%"
"Oct 25, 2016","4,739.00","4,650.00","4,754.25","4,645.75","-","2.03%"
"Oct 24, 2016","4,644.75","4,640.00","4,669.50","4,634.50","-","0.08%"
"Oct 21, 2016","4,641.25","4,651.50","4,664.25","4,634.00","-","-0.21%"
"Oct 20, 2016","4,651.25","4,671.75","4,691.25","4,633.25","-","-0.43%"
"Oct 19, 2016","4,671.50","4,672.50","4,684.75","4,640.25","-","-0.03%"
"Oct 18, 2016","4,672.75","4,679.50","4,713.25","4,672.75","-","-0.07%"
"Oct 17, 2016","4,676.25","4,674.25","4,704.00","4,673.00","-","-0.04%"
"Oct 14, 2016","4,678.25","4,707.50","4,729.50","4,674.50","-","-0.75%"
"Oct 13, 2016","4,713.75","4,808.75","4,818.25","4,690.00","-","-1.98%"
"Oct 12, 2016","4,809.00","4,832.75","4,841.75","4,807.00","-","-0.31%"
"Oct 11, 2016","4,824.00","4,850.25","4,856.25","4,797.50","-","-0.43%"
"Oct 10, 2016","4,845.00","4,793.75","4,859.75","4,783.25","-","1.21%"
"Oct 07, 2016","4,787.25","4,758.75","4,815.75","4,750.25","-","0.54%"
"Oct 06, 2016","4,761.50","4,788.75","4,797.50","4,750.25","-","-0.73%"
"Oct 05, 2016","4,796.50","4,786.75","4,813.00","4,773.25","-","0.15%"
"Oct 04, 2016","4,789.25","4,837.00","4,839.00","4,780.25","-","-0.95%"
"Oct 03, 2016","4,835.00","4,863.50","4,886.25","4,784.25","-","-0.77%"
"Sep 30, 2016","4,872.50","4,829.00","4,888.25","4,816.25","-","1.00%"
"Sep 29, 2016","4,824.25","4,851.00","4,859.75","4,812.25","-","-0.09%"
"Sep 28, 2016","4,828.50","4,793.25","4,830.75","4,790.50","-","0.63%"
"Sep 27, 2016","4,798.25","4,837.50","4,844.50","4,771.50","-","-0.93%"
"Sep 26, 2016","4,843.25","4,862.50","4,864.25","4,814.00","-","-0.25%"
"Sep 23, 2016","4,855.50","4,843.50","4,869.00","4,826.50","-","0.22%"
"Sep 22, 2016","4,844.75","4,778.25","4,858.50","4,778.25","-","1.62%"
"Sep 21, 2016","4,767.75","4,784.25","4,784.25","4,754.00","-","-0.29%"
"Sep 20, 2016","4,781.50","4,760.00","4,799.50","4,746.25","-","0.30%"
"Sep 19, 2016","4,767.00","4,771.25","4,777.25","4,732.75","-","-0.14%"
"Sep 16, 2016","4,773.50","4,776.75","4,794.50","4,748.25","-","-0.08%"
"Sep 15, 2016","4,777.50","4,766.75","4,786.75","4,744.50","-","0.13%"
"Sep 14, 2016","4,771.25","4,654.25","4,780.50","4,653.50","-","2.34%"
"Sep 13, 2016","4,662.25","4,657.00","4,691.00","4,642.75","-","0.12%"
"Sep 12, 2016","4,656.50","4,627.50","4,659.00","4,584.00","-","0.52%"
"Sep 09, 2016","4,632.25","4,667.25","4,671.00","4,625.25","-","-0.69%"
"Sep 08, 2016","4,664.50","4,648.00","4,670.50","4,630.25","-","0.28%"
"Sep 07, 2016","4,651.50","4,640.75","4,688.50","4,633.50","-","0.30%"
"Sep 06, 2016","4,637.75","4,625.75","4,655.25","4,620.25","-","0.22%"
"Sep 05, 2016","4,627.50","4,618.50","4,641.50","4,610.25","-","0.27%"
"Sep 02, 2016","4,615.25","4,627.75","4,649.50","4,615.25","-","-0.23%"
"Sep 01, 2016","4,626.00","4,619.75","4,656.75","4,612.75","-","0.19%"
"Aug 31, 2016","4,617.00","4,620.75","4,640.75","4,610.25","-","0.21%"
"Aug 30, 2016","4,607.25","4,625.75","4,645.25","4,600.50","-","-0.24%"
"Aug 26, 2016","4,618.25","4,623.25","4,663.50","4,615.25","-","-0.18%"
"Aug 25, 2016","4,626.50","4,629.50","4,655.50","4,620.25","-","-0.06%"
"Aug 24, 2016","4,629.50","4,702.75","4,717.25","4,622.50","-","-1.62%"
"Aug 23, 2016","4,705.50","4,757.50","4,769.75","4,694.50","-","-1.09%"
"Aug 22, 2016","4,757.25","4,808.75","4,809.75","4,735.25","-","-1.07%"
"Aug 19, 2016","4,808.50","4,807.75","4,818.50","4,782.25","-","0.01%"
"Aug 18, 2016","4,808.00","4,785.00","4,844.00","4,780.25","-","0.71%"
"Aug 17, 2016","4,774.25","4,808.25","4,818.75","4,765.00","-","-0.78%"
"Aug 16, 2016","4,812.00","4,768.75","4,827.50","4,761.75","-","0.86%"
"Aug 15, 2016","4,771.00","4,754.25","4,782.50","4,752.25","-","0.38%"
"Aug 12, 2016","4,753.00","4,850.50","4,864.00","4,751.00","-","-1.95%"
"Aug 11, 2016","4,847.50","4,816.75","4,855.00","4,809.75","-","0.57%"
"Aug 10, 2016","4,820.00","4,781.00","4,886.25","4,779.00","-","0.89%"
"Aug 09, 2016","4,777.25","4,800.50","4,809.75","4,761.50","-","-0.60%"
"Aug 08, 2016","4,806.00","4,789.25","4,840.25","4,788.75","-","0.21%"
"Aug 05, 2016","4,795.75","4,828.50","4,848.50","4,783.75","-","-0.77%"
"Aug 04, 2016","4,833.00","4,874.25","4,885.00","4,786.50","-","-0.69%"
"Aug 03, 2016","4,866.75","4,889.50","4,902.25","4,820.25","-","-0.40%"
"Aug 02, 2016","4,886.25","4,860.75","4,958.50","4,855.50","-","0.27%"
"Aug 01, 2016","4,873.00","4,912.75","4,964.50","4,866.25","-","-0.92%"
"Jul 29, 2016","4,918.25","4,902.25","4,944.50","4,849.75","-","0.38%"
"Jul 28, 2016","4,899.50","4,852.50","4,916.00","4,850.75","-","1.41%"
"Jul 27, 2016","4,831.50","4,921.00","4,934.50","4,830.50","-","-1.71%"
"Jul 26, 2016","4,915.50","4,908.75","4,929.75","4,859.00","-","0.04%"
"Jul 25, 2016","4,913.75","4,932.00","4,948.50","4,875.50","-","-0.19%"
"Jul 22, 2016","4,923.00","4,980.50","4,996.50","4,906.75","-","-1.15%"
"Jul 21, 2016","4,980.25","4,949.75","4,999.75","4,947.50","-","0.41%"
"Jul 20, 2016","4,959.75","4,976.75","4,993.00","4,900.50","-","-0.46%"
"Jul 19, 2016","4,982.50","4,942.00","4,989.75","4,903.00","-","1.05%"
"Jul 18, 2016","4,930.75","4,915.25","4,943.50","4,853.50","-","0.12%"
"Jul 15, 2016","4,924.75","4,933.00","4,999.75","4,915.75","-","-0.47%"
"Jul 14, 2016","4,948.00","4,928.00","4,974.00","4,911.00","5.67K","0.26%"
"Jul 13, 2016","4,935.00","4,893.50","5,015.50","4,869.50","15.88K","1.05%"
"Jul 12, 2016","4,883.50","4,742.00","4,910.00","4,742.00","11.32K","2.86%"
"Jul 11, 2016","4,747.50","4,703.00","4,786.50","4,691.00","9.51K","1.22%"
"Jul 08, 2016","4,690.50","4,698.00","4,734.50","4,681.50","10.94K","0.10%"
"Jul 07, 2016","4,686.00","4,757.50","4,775.50","4,685.00","11.61K","-1.63%"
"Jul 06, 2016","4,763.50","4,815.00","4,834.00","4,712.50","14.82K","-1.20%"
"Jul 05, 2016","4,821.50","4,899.50","4,900.00","4,787.50","14.56K","-1.30%"
"Jul 04, 2016","4,885.00","4,916.50","4,959.50","4,880.00","13.90K","-0.46%"
"Jul 01, 2016","4,907.50","4,857.50","4,936.50","4,783.00","13.59K","1.23%"
"Jun 30, 2016","4,848.00","4,844.50","4,864.50","4,805.00","12.39K","0.12%"
"Jun 29, 2016","4,842.00","4,825.00","4,847.00","4,780.50","10.65K","0.43%"
"Jun 28, 2016","4,821.50","4,718.00","4,828.00","4,698.00","14.05K","2.52%"
"Jun 27, 2016","4,703.00","4,680.00","4,751.00","4,655.00","13.39K","0.16%"
"Jun 24, 2016","4,695.50","4,767.00","4,777.50","4,588.00","21.11K","-1.50%"
"Jun 23, 2016","4,767.00","4,718.50","4,794.00","4,694.00","14.02K","1.20%"
"Jun 22, 2016","4,710.50","4,695.50","4,733.50","4,656.50","12.93K","0.29%"
"Jun 21, 2016","4,697.00","4,629.00","4,700.00","4,588.00","12.47K","1.36%"
"Jun 20, 2016","4,634.00","4,575.00","4,649.50","4,566.00","9.66K","1.92%"
"Jun 17, 2016","4,546.50","4,559.50","4,593.00","4,532.00","11.04K","0.08%"
"Jun 16, 2016","4,543.00","4,633.50","4,646.00","4,525.00","12.81K","-2.11%"
"Jun 15, 2016","4,641.00","4,523.00","4,689.00","4,523.00","14.29K","2.45%"
"Jun 14, 2016","4,530.00","4,562.50","4,570.00","4,511.50","10.04K","-0.49%"
"Jun 13, 2016","4,552.50","4,517.50","4,589.00","4,494.50","13.07K","0.83%"
"Jun 10, 2016","4,515.00","4,528.00","4,539.00","4,486.00","9.05K","-0.44%"
"Jun 09, 2016","4,535.00","4,597.50","4,632.50","4,483.00","10.24K","-0.97%"
"Jun 08, 2016","4,579.50","4,568.00","4,622.50","4,564.50","11.61K","0.44%"
"Jun 07, 2016","4,559.50","4,687.50","4,702.00","4,552.00","13.79K","-2.55%"
"Jun 06, 2016","4,679.00","4,694.00","4,748.00","4,678.00","12.18K","-0.09%"
"Jun 03, 2016","4,683.00","4,594.00","4,723.00","4,593.50","14.17K","1.88%"
"Jun 02, 2016","4,596.50","4,613.50","4,619.00","4,571.50","12.28K","-0.20%"
"Jun 01, 2016","4,605.50","4,630.50","4,642.00","4,565.50","13.29K","-1.04%"
"May 31, 2016","4,654.00","4,665.00","4,695.50","4,650.00","10.76K","-0.70%"
"May 27, 2016","4,687.00","4,661.50","4,718.00","4,640.00","12.18K","0.54%"
"May 26, 2016","4,662.00","4,663.00","4,710.50","4,652.50","12.98K","-0.11%"
"May 25, 2016","4,667.00","4,608.00","4,676.50","4,595.00","12.54K","1.79%"
"May 24, 2016","4,585.00","4,560.50","4,634.50","4,554.00","13.42K","0.43%"
"May 23, 2016","4,565.50","4,570.00","4,588.00","4,545.50","14.11K","-0.05%"
"May 20, 2016","4,568.00","4,590.00","4,637.50","4,565.50","13.70K","-0.54%"
"May 19, 2016","4,593.00","4,594.00","4,607.00","4,540.00","16.11K","-0.78%"
"May 18, 2016","4,629.00","4,657.00","4,665.00","4,563.00","16.67K","-0.24%"
